ruta,nombre,extension,tamaño_bytes,fecha_modificacion,formato_probable,plataforma_probable,prioridad,hash_sha256,id
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/cp950.json,cp950.json,.json,42356,2026-05-16T14:25:48.894252,JSON (tipo por determinar),Desconocida,P5,99e2114dc4b39092617967c763f9eaeb4d8e70551afc5884baa3fb92827f3420,FILE_0026
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/eucjp.json,eucjp.json,.json,41064,2026-05-16T14:25:48.906252,JSON (tipo por determinar),Desconocida,P5,7c4fe279000f7e99fc7cd59afb1da21725dcebdc1babd9e3b883253a77abb042,FILE_0027
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/cp949.json,cp949.json,.json,38122,2026-05-16T14:25:48.886252,JSON (tipo por determinar),Desconocida,P5,77a56ea83d0d94d1dc620042ad3c897f0e40814bb05c0085d3aeed0018e8a3e8,FILE_0028
/home/user/improved-parakeet/nexus_backup/MASTER_THESIS_HUB_V3.md,MASTER_THESIS_HUB_V3.md,.md,31045,2026-05-16T13:57:56.065298,Export textual conversacional,Desconocida,P5,83c47a9c2582611f6470910a4ce39f619c465c974099ba0660f6f20de2c1c139,FILE_0029
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/shiftjis.json,shiftjis.json,.json,23782,2026-05-16T14:25:48.914252,JSON (tipo por determinar),Desconocida,P5,02b0b120f697c48133e8b547e8dc594bc5b9f1c1799b50c2c5ff917298548558,FILE_0030
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dotenv/README.md,README.md,.md,22474,2026-05-16T14:25:48.858252,Export textual conversacional,Desconocida,P5,d445595efbfa0e290e495cbef75379e5cb16d881489d4873ecb0d0bd2e56227a,FILE_0031
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/node-fetch/README.md,README.md,.md,21332,2026-05-16T14:25:48.846252,Export textual conversacional,Desconocida,P5,53ca2fdf67a57f9b26b19cb198f62aeaa2de9371992b2b54845aac5b6dc0f65d,FILE_0032
/home/user/improved-parakeet/mcp-servers/dropbox/package-lock.json,package-lock.json,.json,18358,2026-05-16T14:25:50.214252,JSON (tipo por determinar),Desconocida,P5,7b6f2bb154aad4a512749dd49f03576899c5f240f68bd035fdd49fe72bc8e781,FILE_0033
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dotenv/CHANGELOG.md,CHANGELOG.md,.md,18344,2026-05-16T14:25:48.850252,Export textual conversacional,Desconocida,P5,921f5b5b4dc91d34e55836a891ede7f4e02a154c4ee7b34b78ad7da085ab76d2,FILE_0034
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/.package-lock.json,.package-lock.json,.json,18103,2026-05-16T14:25:50.222252,JSON (tipo por determinar),Desconocida,P5,34ddc56c21436aad8c1c363b5e3f1ff21d27f6a5f8121b65ed5418984b944a94,FILE_0035
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/big5-added.json,big5-added.json,.json,17717,2026-05-16T14:25:48.878253,JSON (tipo por determinar),Desconocida,P5,db94db5e5d3ab696ddb0025685cfa85da1864839a4a26aab2f8f86f6b8382288,FILE_0036
/home/user/improved-parakeet/nexus_unified_corpus/corpus_viewer.html,corpus_viewer.html,.html,15644,2026-05-16T14:28:07.132306,Export HTML conversacional,Desconocida,P5,47cd090cbac80f89255d6f6d9ba2763a908ab32676304b687310654b80f0d08e,FILE_0037
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dotenv/README-es.md,README-es.md,.md,15605,2026-05-16T14:25:48.854252,Export textual conversacional,Desconocida,P5,a7021cf039feb04752c5cde82f07336dec6e17876e88677d7c5de4c2dbbbcff1,FILE_0038
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-intrinsic/CHANGELOG.md,CHANGELOG.md,.md,15537,2026-05-16T14:25:48.774252,Export textual conversacional,Desconocida,P5,e73856f1e09b5743933e57e3ecc153d3d81bf1a1d5ead38d8472bf4e0fd14cf5,FILE_0039
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/function-bind/CHANGELOG.md,CHANGELOG.md,.md,13812,2026-05-16T14:25:48.790252,Export textual conversacional,Desconocida,P5,c44d3c98a0cf4f95fef7845da104deca900d24853589767bbeb380406ce1dab2,FILE_0040
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/safer-buffer/Porting-Buffer.md,Porting-Buffer.md,.md,12794,2026-05-16T14:25:48.714252,Export textual conversacional,Desconocida,P5,134523d05b39e177135c2a2070a426eb319657dfc77589e38ef7cf13cd50e730,FILE_0041
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-db/HISTORY.md,HISTORY.md,.md,12581,2026-05-16T14:25:48.818252,Export textual conversacional,Desconocida,P5,1e820a4ab3b25cc858eed9d2629ddb39bfd48bab307bedec769308c258199aa6,FILE_0042
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/form-data/README.md,README.md,.md,12034,2026-05-16T14:25:48.826252,Export textual conversacional,Desconocida,P5,d196d63a7b2dbb92ba0a68e0c5dbfa11b824412a3bc2bd0fb3a6652be1fbbf35,FILE_0043
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/depd/Readme.md,Readme.md,.md,9988,2026-05-16T14:25:48.814252,Export textual conversacional,Desconocida,P5,11deb26eafa25a465ffb8a8e3c28195eb40e679fda52b760132dbe9c9b21fb5c,FILE_0044
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-symbols/CHANGELOG.md,CHANGELOG.md,.md,9431,2026-05-16T14:25:48.838252,Export textual conversacional,Desconocida,P5,ad7ead4963a1958ead230596f27a721645617e8f63640a59f87d333ec8dbe917,FILE_0045
/home/user/improved-parakeet/nexus_unified_corpus/corpus_unified.json,corpus_unified.json,.json,9239,2026-05-16T14:28:07.131969,Corpus unificado,Desconocida,P5,571b5f1899e9bd115e5f757e1dd3d17ceccde9d6cc9e4b6dd3af4aa9e6c2d623,FILE_0046
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-types/HISTORY.md,HISTORY.md,.md,8812,2026-05-16T14:25:48.722252,Export textual conversacional,Desconocida,P5,277b1cfc3e8fdb57e8b3fc9ebdef37d108ac13572b60091cccaf0e863167adc0,FILE_0047
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/safer-buffer/Readme.md,Readme.md,.md,8261,2026-05-16T14:25:48.726252,Export textual conversacional,Desconocida,P5,d4331b7c5af9c02161150daf9451ee6bc7a73ece3ec0312603fae09f46a817d8,FILE_0048
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/asynckit/README.md,README.md,.md,7640,2026-05-16T14:25:48.702252,Export textual conversacional,Desconocida,P5,be5bbf9c6a02774a397f2ace8bcfb1a34d052723d8474bf3e46e0623066c8701,FILE_0049
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/README.md,README.md,.md,6587,2026-05-16T14:25:48.914252,Export textual conversacional,Desconocida,P5,c8154c0e94dd628ed5bfc9c18c7accd9863c8b826e19b01bf71791c175504faf,FILE_0050
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/raw-body/README.md,README.md,.md,6553,2026-05-16T14:25:48.790252,Export textual conversacional,Desconocida,P5,2bdf5dc084fec13fa087101d1c3efdc22421d19c1551984b49ce6705eb636d57,FILE_0051
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dropbox/UPGRADING.md,UPGRADING.md,.md,6528,2026-05-16T14:25:49.026252,Export textual conversacional,Desconocida,P5,9607517b8a6cfc2e3081d381cad1eed98cd9f4fd7c80b6cfd5a8dcc9c5c90cf6,FILE_0052
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/zod/README.md,README.md,.md,6247,2026-05-16T14:25:49.155500,Export textual conversacional,Desconocida,P5,f534842731b0e9599e3927c234fab2090ac2b64ab98fe5035f26c28f1e149536,FILE_0053
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/http-errors/README.md,README.md,.md,5962,2026-05-16T14:25:48.782252,Export textual conversacional,Desconocida,P5,ec2d7a200d4adf39ebfa7e29f1fb1f45dfb34ec8fe040428f83aa5dad8948c57,FILE_0054
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/webidl-conversions/README.md,README.md,.md,5480,2026-05-16T14:25:48.706252,Export textual conversacional,Desconocida,P5,fd9075b4186b3167c44b00eb92d95971b3d36ed6cf10ace990afcadf5f52f08a,FILE_0055
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/whatwg-url/README.md,README.md,.md,5136,2026-05-16T14:25:48.770252,Export textual conversacional,Desconocida,P5,f60e4cb8275e281590d826da8a1a3134367c5a8fa6c514d4440075f6b00a0b19,FILE_0056
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-set-tostringtag/CHANGELOG.md,CHANGELOG.md,.md,4968,2026-05-16T14:25:48.762252,Export textual conversacional,Desconocida,P5,79a874acb654eab75c1a4949a219a2c5eb1625732679d8943902f434d9d32e94,FILE_0057
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/bytes/Readme.md,Readme.md,.md,4770,2026-05-16T14:25:48.714252,Export textual conversacional,Desconocida,P5,761e5a8818f8de496a4df6632fa30df65b62e00d5db2b297096c63e07d61f740,FILE_0058
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dropbox/README.md,README.md,.md,4658,2026-05-16T14:25:49.026252,Export textual conversacional,Desconocida,P5,6cc0615bc7afdd95ddecc237da1e20b80b5ee46ad4d4ff45eafd8b667c50707b,FILE_0059
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/combined-stream/Readme.md,Readme.md,.md,4551,2026-05-16T14:25:48.714252,Export textual conversacional,Desconocida,P5,f4409df97c1568d7dd74307e2bbfb9afb3c3cb9b95f0c67272d44a305f30724a,FILE_0060
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@types/node/package.json,package.json,.json,4518,2026-05-16T14:25:48.930252,JSON (tipo por determinar),Desconocida,P5,f97953ae1503ac49b3c6c72347fb8022c44a10aaa16c67a9879575fd28d2bf21,FILE_0061
/home/user/improved-parakeet/NEXUS_PERSISTENT_CONTEXT.md,NEXUS_PERSISTENT_CONTEXT.md,.md,4410,2026-05-16T13:57:56.061010,Export textual conversacional,Desconocida,P5,4d8b978e40b9d7693b20c5aa3579573dee5df292a9f6446a02e41f01aecdb00e,FILE_0062
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dropbox/package.json,package.json,.json,4358,2026-05-16T14:25:49.022252,JSON (tipo por determinar),Desconocida,P5,5e9a1aa7a49ad71b305d971563518f81e004d08ceb538f1f5226010e8923a1e1,FILE_0063
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/http-errors/HISTORY.md,HISTORY.md,.md,4094,2026-05-16T14:25:48.778252,Export textual conversacional,Desconocida,P5,a3a79172043c3fde7641489904b5ad87dad8e11ce389791edbf1e888e6dc2698,FILE_0064
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-db/README.md,README.md,.md,4091,2026-05-16T14:25:48.826252,Export textual conversacional,Desconocida,P5,5cc863fd64953afa39d206b510378b73e8c767c5fd124bb8d4017db921c94855,FILE_0065
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/delayed-stream/Readme.md,Readme.md,.md,3871,2026-05-16T14:25:48.718252,Export textual conversacional,Desconocida,P5,5940dca6c65d1bf74e089cf84a3948e7b2b75da5dc50a36df470f7393918cf1c,FILE_0066
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/statuses/README.md,README.md,.md,3866,2026-05-16T14:25:48.746252,Export textual conversacional,Desconocida,P5,a493c63a52726e1b35e8595482c63900fd233fe24a21393d96f02c0de2a988f4,FILE_0067
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/hasown/CHANGELOG.md,CHANGELOG.md,.md,3661,2026-05-16T14:25:48.802252,Export textual conversacional,Desconocida,P5,12ce0d65c450babcc86ed22205446badbf1132669866f8af9562252ebff174a7,FILE_0068
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-tostringtag/CHANGELOG.md,CHANGELOG.md,.md,3543,2026-05-16T14:25:48.834252,Export textual conversacional,Desconocida,P5,6c721d97055e8381694c7fa7a14f1bf2def9ea072488bcfe4b51073717b53810,FILE_0069
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/mime-types/README.md,README.md,.md,3481,2026-05-16T14:25:48.734252,Export textual conversacional,Desconocida,P5,19e8eaca7dc91f7ad8e46114ce1689e4976368435f41a0039f48aaf27e5e6a20,FILE_0070
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/zod/package.json,package.json,.json,3284,2026-05-16T14:25:49.155500,JSON (tipo por determinar),Desconocida,P5,70eedbe34fd52385a4ae2f3e5759b19682189f0118ea73a6e7c32c677f61668e,FILE_0071
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/dropbox/CONTRIBUTING.md,CONTRIBUTING.md,.md,3180,2026-05-16T14:25:49.026252,Export textual conversacional,Desconocida,P5,830a0c4d027c7f5ac0a74744e6995236eadb3f77103a45b0175a02363da8e6bc,FILE_0072
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/gopd/CHANGELOG.md,CHANGELOG.md,.md,3077,2026-05-16T14:25:48.746252,Export textual conversacional,Desconocida,P5,aba458bfc8c4bdc9cfdc3b2e879d5820b0d03950bcefcaaaac3620dad727283b,FILE_0073
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/form-data/package.json,package.json,.json,3008,2026-05-16T14:25:48.774252,JSON (tipo por determinar),Desconocida,P5,5aa0a49ad333a05776c6c236fed575c73ec2290dd4204d3d79e749281baa8787,FILE_0074
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-symbols/package.json,package.json,.json,2974,2026-05-16T14:25:48.830252,JSON (tipo por determinar),Desconocida,P5,5190268c0e3308d7446d1f7c036238f329f786938453e6017cb90980b3612e7a,FILE_0075
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-tostringtag/package.json,package.json,.json,2838,2026-05-16T14:25:48.830252,JSON (tipo por determinar),Desconocida,P5,30ab773c52021a6b800ea48f251abeeb1f6e378300f819204dfbb38d6e43f3ad,FILE_0076
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-intrinsic/README.md,README.md,.md,2791,2026-05-16T14:25:48.790252,Export textual conversacional,Desconocida,P5,15f5365e3e1d4182780423363296e53408ff4254dc958a6e52a05a7dcee324b4,FILE_0077
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/content-type/README.md,README.md,.md,2782,2026-05-16T14:25:48.794252,Export textual conversacional,Desconocida,P5,8793880cbc4fd7294dff8562b71d9381ea1c0557422b66007920415ba439486e,FILE_0078
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@modelcontextprotocol/sdk/README.md,README.md,.md,2759,2026-05-16T14:25:49.000648,Export textual conversacional,Desconocida,P5,17d0d2856d63542480f515811a3fbfe62023d8fad93a4962d4dd54e1c0937f06,FILE_0079
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/math-intrinsics/package.json,package.json,.json,2670,2026-05-16T14:25:48.842252,JSON (tipo por determinar),Desconocida,P5,39d74aa5a354153130706286dd60a2d8409ce0c8f66546eff2edcac0afff17e1,FILE_0080
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/node-fetch/package.json,package.json,.json,2668,2026-05-16T14:25:48.838252,JSON (tipo por determinar),Desconocida,P5,000a0b3b037d4e3e211e7b7ca559a5a62a39b96ca2c6bcdaed3aba0a545eedba,FILE_0081
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-object-atoms/README.md,README.md,.md,2603,2026-05-16T14:25:48.766252,Export textual conversacional,Desconocida,P5,7ed12f453b83efdb7ace289312b40ff3eaf810d548347636b8274f56b4af9244,FILE_0082
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/get-intrinsic/package.json,package.json,.json,2576,2026-05-16T14:25:48.758252,JSON (tipo por determinar),Desconocida,P5,45b14763baacc59b0fd7b39e3ad983d5d2aaf7f5ed682f2fce9edb469826c999,FILE_0083
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/@types/node-fetch/package.json,package.json,.json,2568,2026-05-16T14:25:48.830252,JSON (tipo por determinar),Desconocida,P5,a10fe67cd7bb746ab9a0fd0ac35190566eaedf2e54bc97b012490825603d2c1b,FILE_0084
/home/user/improved-parakeet/nexus_unified_corpus/analysis_prompt.txt,analysis_prompt.txt,.txt,2486,2026-05-16T14:28:07.132624,Export textual conversacional,Desconocida,P5,2b79885ce2c82b513b55aaa6ea6c2d0e86f75e6f008dae80b5b202ebc1593e98,FILE_0085
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/call-bind-apply-helpers/package.json,package.json,.json,2480,2026-05-16T14:25:48.782252,JSON (tipo por determinar),Desconocida,P5,59639b628c6846f674857c6a613fd47e2e4d2a24036cdf0f7a62ac634f4c8a5f,FILE_0086
/home/user/improved-parakeet/CONVERSACIONES_NEXUS_SYNC.md,CONVERSACIONES_NEXUS_SYNC.md,.md,2392,2026-05-16T13:57:56.059294,Export textual conversacional,Desconocida,P5,d2e72ba2cf640dff5d69e668e2b078ff3a39f1cef70d2903f94485778f509a39,FILE_0087
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/call-bind-apply-helpers/README.md,README.md,.md,2330,2026-05-16T14:25:48.818252,Export textual conversacional,Desconocida,P5,9505a31673f63c1d4fe2fa70fbfcbf6b6ad71a323911e2e94ad9bf6649c9e002,FILE_0088
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-define-property/CHANGELOG.md,CHANGELOG.md,.md,2296,2026-05-16T14:25:48.746252,Export textual conversacional,Desconocida,P5,fe3c3c181877529ccb5cce2f34779fa3fd28a5c5d239ca4c2a36e617dc3589b7,FILE_0089
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/hasown/package.json,package.json,.json,2283,2026-05-16T14:25:48.782252,JSON (tipo por determinar),Desconocida,P5,0e7437fae8ec34f1d908723882b99919c749d8c0953d9afa38d2674154bdd0e6,FILE_0090
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-object-atoms/package.json,package.json,.json,2273,2026-05-16T14:25:48.746252,JSON (tipo por determinar),Desconocida,P5,9975f032714dd642d08c9b50129096f5daf878dbede1ca3544cdcdbf45b48eb0,FILE_0091
/home/user/improved-parakeet/NEXUS_RECON_PREVIEW.html,NEXUS_RECON_PREVIEW.html,.html,2269,2026-05-16T13:57:56.061010,Export HTML conversacional,Desconocida,P5,6906f6babe0dcfa6d832bdd1915c1d42ea29cd04adf655c6638f5494a9744c65,FILE_0092
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/function-bind/package.json,package.json,.json,2262,2026-05-16T14:25:48.774252,JSON (tipo por determinar),Desconocida,P5,edb1c4faf4148e6e3d74ed8dbac1a1dc359a647ff4207aad4851396dc7a3559a,FILE_0093
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/package.json,package.json,.json,2260,2026-05-16T14:25:48.910252,JSON (tipo por determinar),Desconocida,P5,6b82b2d7c3b90ebb2412fb135bc65ef1466c433eec92115b0336db4d61c11bd2,FILE_0094
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/depd/History.md,History.md,.md,2256,2026-05-16T14:25:48.770252,Export textual conversacional,Desconocida,P5,b6e94899b155a3f707694b8ced212e1b01f43d0953d89e1c5b718b3e5fb896fa,FILE_0095
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-set-tostringtag/README.md,README.md,.md,2233,2026-05-16T14:25:48.774252,Export textual conversacional,Desconocida,P5,d98d41a011e45ff71dce6038a0e357926f2968e2b2e99b70f873addec0f5d499,FILE_0096
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/iconv-lite/encodings/tables/gb18030-ranges.json,gb18030-ranges.json,.json,2216,2026-05-16T14:25:48.906252,JSON (tipo por determinar),Desconocida,P5,5a3cc11e38f05a0908442acbf1c921d0b73f2a304fb6a9e4484e26eb1ca07d76,FILE_0097
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/es-set-tostringtag/package.json,package.json,.json,2193,2026-05-16T14:25:48.734252,JSON (tipo por determinar),Desconocida,P5,c9506942c9ef472286aff079bb65b7f3edcaccbc7f59fac9f419787b570086e5,FILE_0098
/home/user/improved-parakeet/mcp-servers/dropbox/node_modules/has-tostringtag/README.md,README.md,.md,2190,2026-05-16T14:25:48.838252,Export textual conversacional,Desconocida,P5,bcf8eec2c348d4509573a3b85c98705b5bdf1b59e903a9f621fb5a33be0532cb,FILE_0099
